passengerId,longestRun
2446,16
8355,16
5007,16
4554,16
1643,16
4497,16
2693,16
8180,16
6858,16
7526,16
1208,16
7679,16
1472,16
4336,16
5716,16
5592,16
2720,16
4593,16
2656,16
4398,16
4190,16
441,16
6093,16
8024,16
2411,16
2500,16
4671,16
5771,16
2479,16
4945,16
9665,16
8579,16
1108,16
4542,16
2262,16
75,16
119,16
290,16
3149,16
2162,16
3645,16
3420,16
752,16
5009,16
7868,16
5356,16
1248,16
2201,16
5741,16
6380,16
928,16
6471,16
10440,16
1505,16
369,16
8363,16
6733,16
9098,16
6575,16
1917,16
1468,16
8398,15
5260,15
3979,15
5390,15
1083,15
170,15
3681,15
4037,15
683,15
3905,15
3012,15
1437,15
8320,15
5120,15
4090,15
3120,15
9127,15
2035,15
5755,15
11513,15
3414,15
670,15
1196,15
1782,15
8539,15
782,15
8025,15
5533,15
1055,15
9828,15
5910,15
1511,15
802,15
8590,15
4353,15
1247,15
3657,15
289,15
10454,15
8956,15
3934,15
4072,15
443,15
3670,15
3527,15
253,15
574,15
8411,15
147,15
6809,15
687,15
9369,15
1886,15
4364,15
3157,15
4285,15
5819,15
1696,15
2982,15
7321,15
117,15
4407,15
381,15
4031,15
2790,15
1057,15
9522,15
4397,15
4449,15
2758,15
2565,15
1888,15
10067,15
5330,15
7540,15
1772,15
1587,15
1138,15
9376,15
7898,15
3622,15
637,15
7682,15
3573,15
5850,15
701,15
2153,15
2851,15
2465,15
173,15
4237,15
779,15
5479,15
9699,15
10212,15
7721,15
7656,15
2423,15
926,15
618,15
2292,15
2033,15
1927,15
7636,15
694,15
4677,15
5612,15
5984,15
1403,15
9057,15
5503,15
5799,15
11483,15
382,15
9659,15
1371,15
3330,15
1865,15
2457,15
919,15
947,15
3551,15
3779,15
2906,15
362,15
4213,15
6289,15
1376,15
2197,15
477,15
4420,15
2625,15
5175,15
11073,15
6725,15
7685,15
1325,15
4850,15
6080,15
11767,15
130,15
5377,15
455,15
223,15
9366,15
2303,15
3178,15
7507,15
1562,15
5435,15
1034,15
2665,15
9069,15
2503,15
4177,15
7718,15
7864,15
712,15
1025,15
18,15
8350,15
1230,15
2160,15
7811,15
9991,15
5418,15
1300,15
1452,15
11166,15
3801,15
3174,15
7319,15
2468,15
4802,15
4538,15
7192,15
11957,15
9601,15
6622,15
5873,15
627,15
2626,15
4165,15
524,15
6743,15
1646,15
3709,15
4089,15
4468,15
5800,15
3220,15
4791,15
7120,15
1030,15
7680,15
12323,15
1308,15
3677,15
8399,15
4927,15
10569,15
2683,15
5796,15
1097,15
1229,15
2604,15
5764,15
5522,15
867,15
6580,15
7727,15
8542,15
7851,15
9466,15
3177,15
8510,15
79,15
1693,15
3716,15
9752,15
960,15
4193,15
1532,15
528,15
4019,15
6864,15
2754,15
486,15
3461,15
8702,15
337,15
2563,15
5707,15
11896,15
7373,14
2306,14
9077,14
8288,14
10267,14
347,14
249,14
6819,14
4682,14
5733,14
4728,14
1950,14
4166,14
352,14
1211,14
9351,14
5696,14
2495,14
2527,14
4391,14
9769,14
6813,14
3912,14
5982,14
5669,14
878,14
4614,14
202,14
9956,14
3794,14
8101,14
10484,14
9460,14
4220,14
8057,14
8519,14
4058,14
4650,14
1954,14
1095,14
3249,14
2886,14
8165,14
1475,14
2400,14
1904,14
6707,14
1709,14
4896,14
7825,14
1826,14
11812,14
6113,14
1191,14
6006,14
5989,14
5744,14
6010,14
7711,14
7060,14
606,14
1013,14
8235,14
416,14
3312,14
3902,14
4514,14
4253,14
6382,14
1946,14
1465,14
756,14
2090,14
485,14
7532,14
1383,14
3290,14
8664,14
9875,14
10799,14
1447,14
7336,14
132,14
3243,14
998,14
1201,14
6860,14
1975,14
6731,14
3186,14
7859,14
3995,14
1783,14
9252,14
9688,14
4059,14
2905,14
3679,14
1163,14
2441,14
910,14
1223,14
6032,14
10229,14
5815,14
1666,14
3154,14
275,14
165,14
3471,14
4280,14
4053,14
625,14
8270,14
3600,14
7902,14
1573,14
8297,14
7346,14
578,14
4957,14
874,14
9355,14
5615,14
1498,14
2509,14
5919,14
141,14
7774,14
2323,14
4772,14
10015,14
2868,14
10458,14
901,14
1075,14
1214,14
6978,14
4444,14
2666,14
5905,14
1155,14
7350,14
8013,14
5481,14
4384,14
3059,14
2505,14
4717,14
9017,14
11300,14
6418,14
4152,14
3364,14
3920,14
2272,14
10465,14
4148,14
1434,14
2546,14
1563,14
8871,14
5419,14
5513,14
1616,14
794,14
7582,14
2556,14
4613,14
7706,14
1548,14
4393,14
3839,14
5095,14
3536,14
3187,14
8015,14
5456,14
6468,14
1916,14
1389,14
772,14
8777,14
5876,14
10435,14
5022,14
5546,14
7191,14
6385,14
2935,14
3002,14
1332,14
2759,14
10024,14
6372,14
2573,14
5634,14
6585,14
2346,14
2119,14
1853,14
2642,14
419,14
2097,14
271,14
7307,14
4388,14
8735,14
816,14
2780,14
6800,14
4897,14
3451,14
3298,14
4993,14
1381,14
10004,14
932,14
5216,14
3759,14
827,14
12497,14
1775,14
2156,14
3380,14
3490,14
5812,14
1662,14
3193,14
4013,14
680,14
9259,14
8979,14
5757,14
255,14
4319,14
648,14
9202,14
5991,14
1770,14
1070,14
1611,14
1225,14
954,14
8904,14
11137,14
1499,14
5955,14
3642,14
3940,14
5912,14
7662,14
6352,14
3847,14
10613,14
5450,14
9386,14
8729,14
9495,14
3970,14
3493,14
1023,14
7515,14
2279,14
1972,14
4046,14
6086,14
4516,14
5777,14
5966,14
891,14
10541,14
4646,14
1289,14
5055,14
3465,14
2988,14
9951,14
8197,14
4042,14
5010,14
3859,14
3368,14
4823,14
4182,14
2786,14
7451,14
8501,14
7039,14
383,14
12298,14
4025,14
4125,14
300,14
1774,14
4670,14
3907,14
3865,14
1303,14
5477,14
3690,14
239,14
126,14
3560,14
5990,14
415,14
1930,14
2159,14
5204,14
6807,14
2600,14
5958,14
9066,14
10758,14
4363,14
2138,14
254,14
1320,14
4627,14
5789,14
6810,14
8596,14
6141,14
2993,14
2106,14
592,14
1417,14
8348,14
1586,13
5422,13
1850,13
10753,13
7549,13
3172,13
481,13
3680,13
8005,13
7601,13
582,13
9791,13
4226,13
4075,13
3230,13
5842,13
12371,13
1569,13
11353,13
1728,13
10017,13
1269,13
7850,13
4215,13
8563,13
9400,13
5383,13
6017,13
7793,13
3049,13
2712,13
4856,13
814,13
4564,13
9356,13
9540,13
4941,13
3370,13
7605,13
3545,13
7064,13
3994,13
841,13
9994,13
3947,13
2825,13
5342,13
5765,13
9300,13
7620,13
8089,13
3046,13
10486,13
7822,13
10722,13
1330,13
917,13
4275,13
4023,13
3353,13
3855,13
2745,13
2571,13
6071,13
8257,13
1545,13
3998,13
3463,13
3385,13
6936,13
5942,13
2158,13
9725,13
316,13
4400,13
7509,13
4008,13
9712,13
8190,13
2105,13
3163,13
10757,13
1151,13
4871,13
3300,13
4798,13
8050,13
5738,13
11478,13
9749,13
5401,13
877,13
7381,13
866,13
2530,13
11136,13
6347,13
1622,13
7194,13
411,13
3184,13
9026,13
1863,13
10494,13
11528,13
7533,13
3503,13
942,13
2204,13
7814,13
3635,13
534,13
1900,13
7870,13
1042,13
8994,13
10975,13
9031,13
4344,13
429,13
10548,13
2032,13
8714,13
3618,13
3090,13
852,13
5021,13
7625,13
461,13
2181,13
7713,13
682,13
4063,13
1106,13
5313,13
10716,13
8446,13
5238,13
5345,13
8562,13
2841,13
3102,13
3518,13
7593,13
6111,13
3650,13
420,13
1493,13
5941,13
3311,13
5166,13
1942,13
669,13
4389,13
4421,13
4315,13
1842,13
2613,13
4054,13
2108,13
8390,13
6541,13
7668,13
7544,13
8326,13
7463,13
1456,13
2243,13
8137,13
2581,13
1984,13
6465,13
2482,13
1599,13
2766,13
2697,13
3064,13
4689,13
3005,13
4416,13
1627,13
1525,13
3147,13
5747,13
266,13
4288,13
3624,13
4567,13
4212,13
6070,13
773,13
9985,13
9256,13
298,13
3707,13
5483,13
4919,13
6507,13
10227,13
5451,13
8195,13
1747,13
9721,13
745,13
7833,13
4341,13
732,13
1884,13
6881,13
3609,13
2489,13
12210,13
1752,13
2568,13
7180,13
2959,13
936,13
10034,13
6532,13
1635,13
7951,13
7671,13
2358,13
6261,13
7741,13
6478,13
2079,13
9623,13
1209,13
5212,13
3238,13
996,13
1933,13
8461,13
230,13
5054,13
13221,13
5795,13
7768,13
10778,13
848,13
3977,13
9862,13
3861,13
1293,13
11095,13
2578,13
4933,13
9610,13
7603,13
9619,13
5372,13
9294,13
1066,13
1528,13
5482,13
12358,13
3953,13
7200,13
10576,13
6180,13
3876,13
490,13
4690,13
4529,13
374,13
6088,13
13781,13
8106,13
2333,13
6843,13
1181,13
10016,13
4255,13
2567,13
6069,13
4490,13
5111,13
4272,13
4673,13
5748,13
2732,13
1368,13
7618,13
7724,13
2569,13
10048,13
4346,13
9634,13
6036,13
1432,13
1186,13
585,13
3544,13
1085,13
6994,13
1404,13
5319,13
2379,13
5613,13
9247,13
3024,13
2722,13
1008,13
11280,13
1617,13
2760,13
9532,13
2088,13
5917,13
6758,13
482,13
203,13
2960,13
1654,13
2743,13
2490,13
1998,13
10479,13
2443,13
6903,13
517,13
1476,13
2174,13
8474,13
1903,13
2554,13
258,13
10447,13
4338,13
7638,13
3662,13
10512,13
4321,13
6181,13
9906,13
207,13
3896,13
6412,13
8102,13
5869,13
7520,13
2123,13
620,13
4687,13
2155,13
2534,13
4811,13
7883,13
11871,13
4523,13
735,13
6535,13
918,13
1314,13
4895,13
8373,13
9271,13
4157,13
1335,13
11548,13
8277,13
11326,13
2223,13
3424,13
9742,13
2651,13
11290,13
839,13
5803,13
1268,13
10573,13
11050,13
6205,13
7616,13
5623,13
9992,13
8548,13
4330,13
1004,13
2699,13
8427,13
11276,13
13620,13
3526,13
7195,13
3528,13
9954,13
5943,13
83,13
3299,13
8076,13
7602,13
3637,13
5911,13
2177,13
5509,12
6085,12
11472,12
6836,12
7890,12
4450,12
2336,12
11211,12
3666,12
9516,12
3477,12
6855,12
6512,12
1982,12
2559,12
6014,12
9305,12
1554,12
8450,12
1808,12
994,12
741,12
6323,12
247,12
1692,12
4623,12
1173,12
7813,12
4234,12
6764,12
384,12
4739,12
3648,12
3942,12
4011,12
6515,12
9000,12
3693,12
698,12
3253,12
1988,12
5161,12
6759,12
2844,12
340,12
4435,12
1507,12
930,12
4047,12
5393,12
10616,12
10908,12
3777,12
5723,12
8671,12
5301,12
2082,12
320,12
2173,12
10559,12
1703,12
3597,12
3688,12
5352,12
724,12
570,12
184,12
2667,12
9988,12
5759,12
8515,12
7349,12
1860,12
1323,12
3612,12
2274,12
4130,12
2185,12
8146,12
11416,12
3713,12
2713,12
6396,12
4179,12
2767,12
1609,12
5925,12
1398,12
5746,12
4771,12
9661,12
4967,12
7733,12
4696,12
4988,12
3322,12
8229,12
5084,12
3295,12
4820,12
4147,12
12204,12
937,12
7139,12
1183,12
8196,12
2964,12
5448,12
1796,12
3676,12
10784,12
9035,12
11885,12
5489,12
9822,12
3151,12
6529,12
6560,12
6020,12
8927,12
8375,12
7286,12
546,12
5443,12
5545,12
1470,12
6865,12
4370,12
2660,12
6652,12
1723,12
5630,12
7703,12
952,12
3867,12
2277,12
349,12
4609,12
5956,12
3742,12
6915,12
5754,12
10394,12
2528,12
4044,12
1837,12
9217,12
7185,12
3198,12
5690,12
8736,12
5779,12
1819,12
3894,12
4746,12
1836,12
5201,12
1656,12
757,12
2345,12
2492,12
7853,12
3931,12
4027,12
8238,12
3784,12
8471,12
9493,12
2515,12
1794,12
6335,12
3862,12
2973,12
1096,12
9977,12
4227,12
3941,12
9904,12
7874,12
7809,12
783,12
3205,12
3440,12
3176,12
857,12
10203,12
109,12
471,12
1028,12
7629,12
554,12
2561,12
7111,12
5743,12
10620,12
11046,12
7059,12
12600,12
3935,12
1825,12
6752,12
4846,12
2450,12
2932,12
2125,12
9359,12
1099,12
2536,12
738,12
7138,12
1831,12
2387,12
10455,12
1002,12
8775,12
8995,12
13731,12
371,12
9068,12
8127,12
4184,12
343,12
1779,12
3587,12
10740,12
5434,12
5737,12
8262,12
2793,12
5209,12
1167,12
6931,12
9562,12
718,12
2909,12
4550,12
3807,12
5996,12
4685,12
6437,12
4872,12
6824,12
3607,12
2570,12
11332,12
4562,12
3888,12
9049,12
3396,12
4453,12
1631,12
1154,12
5720,12
3547,12
4268,12
11396,12
191,12
6870,12
5923,12
1652,12
9114,12
2674,12
2514,12
1388,12
6019,12
4946,12
1428,12
4526,12
5471,12
4112,12
10640,12
3208,12
1058,12
7800,12
2425,12
10596,12
8010,12
5432,12
6061,12
2521,12
831,12
681,12
6308,12
9867,12
1524,12
4601,12
6832,12
318,12
9723,12
649,12
5093,12
98,12
4203,12
5035,12
8958,12
5920,12
5082,12
594,12
9280,12
8782,12
6847,12
7023,12
1177,12
2974,12
5410,12
6956,12
1112,12
5742,12
2401,12
11041,12
636,12
4502,12
4373,12
8084,12
4362,12
5042,12
10407,12
3016,12
2101,12
3512,12
3348,12
431,12
11193,12
80,12
11359,12
11272,12
10762,12
7172,12
5661,12
1626,12
4331,12
9097,12
2816,12
8965,12
7896,12
4260,12
3672,12
4292,12
6056,12
3975,12
3921,12
4113,12
5710,12
8020,12
8194,12
5446,12
557,12
10196,12
1961,12
10685,12
12088,12
5478,12
2192,12
95,12
3754,12
3260,12
2588,12
9238,12
8128,12
739,12
11594,12
3209,12
1753,12
11126,12
1531,12
8295,12
11225,12
1053,12
12841,12
5431,12
1987,12
9980,12
1790,12
5420,12
1637,12
9050,12
3554,12
1317,12
11180,12
2322,12
2701,12
4241,12
6159,12
7398,12
6701,12
3488,12
1257,12
9505,12
10023,12
6803,12
6369,12
7585,12
1052,12
864,12
7163,12
4143,12
4932,12
1504,12
727,12
7612,12
1670,12
10432,12
3914,12
497,12
876,12
9834,12
1649,12
556,12
7395,12
3533,12
688,12
5510,12
5421,12
3928,12
1126,12
1326,12
1253,12
10697,12
9014,12
7653,12
7872,12
1341,12
896,12
12552,12
8584,12
8912,12
2811,12
3104,12
2004,12
5368,12
8336,12
7384,12
9824,12
23,12
1558,12
6584,12
7327,12
10937,12
5963,12
3694,12
12273,12
4153,12
4387,12
3529,12
5072,12
9660,12
8721,12
2294,12
6444,12
9321,12
3992,12
7542,12
6326,12
10701,12
11035,12
5606,12
8754,12
5954,12
5430,12
2522,12
7712,12
854,12
10515,12
4663,12
2768,12
8368,12
8621,12
3015,12
1436,12
242,12
13819,12
5404,12
6294,12
2334,12
358,12
195,12
4083,12
5564,12
400,12
6929,12
696,12
9083,12
5440,12
796,12
283,12
4318,12
7076,12
5275,12
740,12
9367,12
7538,12
1829,12
1977,12
6099,12
1537,12
2467,12
4066,12
5046,12
4659,12
4713,12
9969,12
163,12
5354,12
8189,12
1399,12
7563,12
6658,12
12144,12
10086,12
10482,12
469,12
4584,12
3626,12
5494,12
2887,12
4161,12
5788,12
5436,12
8006,12
9385,12
3052,12
1812,12
1204,12
1449,12
4459,12
232,12
6896,12
8465,12
2655,12
1322,11
2199,11
8960,11
7766,11
3345,11
4464,11
11192,11
3399,11
10452,11
4899,11
3798,11
9833,11
3698,11
7660,11
2463,11
6317,11
6121,11
234,11
9864,11
9091,11
1956,11
7903,11
11175,11
2512,11
7477,11
1406,11
10431,11
1882,11
11880,11
5644,11
3549,11
6458,11
8463,11
6441,11
449,11
4603,11
9059,11
5237,11
3402,11
614,11
5529,11
7341,11
10463,11
6522,11
9978,11
7556,11
9052,11
6127,11
1867,11
2184,11
11917,11
4440,11
2476,11
2459,11
2580,11
5005,11
1063,11
9278,11
9433,11
7220,11
11171,11
6138,11
8851,11
2216,11
9476,11
1001,11
2046,11
1914,11
2548,11
5486,11
10022,11
2985,11
1391,11
4371,11
11273,11
9159,11
4916,11
8256,11
4137,11
565,11
6102,11
4665,11
2136,11
1228,11
5797,11
5553,11
5953,11
9989,11
6242,11
3275,11
719,11
3689,11
10719,11
7652,11
3089,11
12578,11
6519,11
5706,11
1462,11
949,11
157,11
7862,11
853,11
5866,11
5605,11
4862,11
9480,11
4194,11
10516,11
421,11
4270,11
4317,11
1568,11
3734,11
1641,11
10945,11
448,11
10702,11
4460,11
8252,11
1232,11
10764,11
10025,11
6364,11
9636,11
7792,11
3887,11
789,11
7175,11
2996,11
7818,11
7986,11
8659,11
121,11
3357,11
2254,11
8246,11
3923,11
1960,11
966,11
12582,11
1283,11
4556,11
9779,11
9309,11
602,11
2508,11
10442,11
12430,11
2190,11
692,11
3421,11
8823,11
5648,11
6932,11
243,11
11954,11
5665,11
5328,11
507,11
312,11
10523,11
8751,11
9472,11
7148,11
292,11
6,11
233,11
5406,11
4199,11
11897,11
512,11
3301,11
1438,11
7725,11
8365,11
11324,11
11687,11
6388,11
6571,11
5487,11
4576,11
2382,11
2000,11
4925,11
334,11
746,11
8211,11
1021,11
8091,11
7827,11
7710,11
3989,11
3239,11
3233,11
4204,11
815,11
5594,11
11074,11
8746,11
1883,11
9177,11
3948,11
9380,11
3271,11
467,11
3269,11
8920,11
2628,11
5465,11
8386,11
3578,11
9539,11
6833,11
1079,11
1027,11
4417,11
11948,11
5858,11
1392,11
2112,11
324,11
3595,11
1012,11
2769,11
285,11
9095,11
3105,11
697,11
2498,11
7777,11
5714,11
3413,11
2946,11
8223,11
1064,11
5635,11
6459,11
4845,11
188,11
1540,11
3632,11
169,11
8662,11
4109,11
5233,11
10760,11
989,11
3087,11
6299,11
8383,11
1160,11
1082,11
7559,11
3407,11
1182,11
537,11
10798,11
6256,11
1791,11
6501,11
7417,11
11026,11
212,11
3242,11
997,11
7948,11
515,11
2519,11
6033,11
8351,11
11142,11
4068,11
1668,11
5498,11
911,11
9932,11
2497,11
9053,11
5683,11
4135,11
8307,11
3109,11
9942,11
4361,11
3903,11
5112,11
11593,11
7020,11
10597,11
1086,11
9964,11
6486,11
4765,11
4476,11
657,11
6812,11
1712,11
6011,11
12486,11
1466,11
8004,11
2440,11
11559,11
2221,11
4036,11
9744,11
906,11
6053,11
1146,11
430,11
2904,11
1698,11
7866,11
5855,11
148,11
4438,11
7753,11
856,11
689,11
4017,11
17,11
9974,11
601,11
4786,11
9418,11
1833,11
7590,11
7938,11
843,11
8349,11
10963,11
9157,11
10329,11
6898,11
4590,11
3404,11
9820,11
10525,11
3599,11
259,11
3223,11
4251,11
2326,11
6357,11
4645,11
11466,11
7924,11
10728,11
12146,11
7579,11
3302,11
8387,11
10989,11
86,11
672,11
6024,11
8276,11
5143,11
7643,11
4620,11
8237,11
1048,11
6866,11
6112,11
5303,11
4139,11
245,11
3197,11
7502,11
2180,11
9042,11
811,11
9757,11
8826,11
1080,11
758,11
103,11
4569,11
9174,11
1993,11
8517,11
8983,11
7820,11
3572,11
700,11
2410,11
6678,11
5180,11
6553,11
9030,11
12551,11
10467,11
11521,11
521,11
9478,11
2725,11
2171,11
768,11
2620,11
2064,11
6816,11
2244,11
2592,11
3706,11
5725,11
9345,11
10424,11
1726,11
9033,11
2390,11
5693,11
505,11
438,11
5139,11
12557,11
8035,11
11889,11
5463,11
2054,11
675,11
7571,11
1467,11
5025,11
795,11
3206,11
3293,11
1420,11
7539,11
10449,11
4052,11
1134,11
812,11
8836,11
9858,11
7773,11
7122,11
1958,11
8885,11
5358,11
4722,11
4749,11
5047,11
7026,11
3737,11
7166,11
3315,11
7635,11
6453,11
4035,11
10476,11
11275,11
7956,11
5171,11
4534,11
10684,11
10481,11
2175,11
4324,11
7511,11
7756,11
6146,11
5684,11
3246,11
11066,11
11823,11
5767,11
7429,11
2700,11
6912,11
370,11
2128,11
5995,11
4351,11
8327,11
10509,11
643,11
9445,11
8316,11
7331,11
5628,11
1702,11
9500,11
7342,11
5240,11
4488,11
154,11
4431,11
4235,11
4202,11
4634,11
4695,11
7784,11
7595,11
9274,11
6960,11
5100,11
11059,11
6975,11
2875,11
10496,11
4278,11
4651,11
10727,11
4606,11
3565,11
3067,11
6041,11
2870,11
1817,11
10033,11
2310,11
3188,11
3548,11
7288,11
11282,11
218,11
771,11
6814,11
6711,11
9707,11
6077,11
6893,11
12516,11
351,11
5426,11
4715,11
2026,11
1244,11
418,11
12113,11
9179,11
8240,11
9919,11
8749,11
1491,11
9856,11
3181,11
58,11
378,11
246,11
5692,11
2576,11
9421,11
272,11
899,11
5590,11
11418,11
536,11
10909,11
716,11
5051,11
9239,11
9922,11
2983,11
2233,11
7259,11
2951,11
1986,11
6456,11
183,11
4597,11
11807,11
8801,11
3145,11
7772,11
3956,11
8833,11
4565,11
1363,11
11214,11
2186,11
8557,11
2746,11
9002,11
9874,11
1789,11
6258,11
11067,11
11099,11
2783,11
1742,11
6503,11
10718,11
5500,11
2127,11
9357,11
9816,11
3974,11
1827,11
10988,11
1923,11
5681,11
822,11
9055,11
2539,11
4071,11
6778,11
2484,11
4088,11
7392,11
3901,11
111,11
7900,11
9188,11
2879,11
803,11
10460,11
13215,11
935,11
1009,11
1737,11
2074,11
5183,11
2998,11
4313,11
3316,11
6668,11
222,11
3553,11
4002,11
629,10
1024,10
2612,10
365,10
1823,10
10785,10
7854,10
2778,10
5896,10
6976,10
1031,10
333,10
6431,10
962,10
2427,10
6986,10
666,10
8200,10
977,10
4376,10
6576,10
10234,10
3762,10
7641,10
5069,10
9324,10
3959,10
10705,10
13462,10
3910,10
10244,10
6338,10
873,10
1205,10
8169,10
1142,10
379,10
10294,10
677,10
9152,10
9268,10
3382,10
1788,10
5037,10
8733,10
8963,10
12244,10
9233,10
4575,10
3649,10
2740,10
1735,10
11014,10
8747,10
3616,10
1327,10
1260,10
8947,10
2901,10
8838,10
2146,10
4980,10
1458,10
8752,10
829,10
6236,10
9064,10
3634,10
6251,10
9746,10
11699,10
7136,10
5476,10
6904,10
7326,10
1359,10
3466,10
4198,10
9465,10
4030,10
6342,10
1967,10
5269,10
4322,10
9394,10
4467,10
2405,10
4539,10
4439,10
7790,10
3976,10
6892,10
4563,10
3116,10
4415,10
2269,10
110,10
2708,10
13651,10
2444,10
6350,10
3653,10
751,10
344,10
8919,10
11111,10
10010,10
12531,10
5182,10
3749,10
8374,10
4243,10
5231,10
1922,10
7754,10
11183,10
11911,10
1319,10
870,10
6579,10
4492,10
969,10
1572,10
5480,10
284,10
1115,10
11600,10
6923,10
7728,10
8384,10
2024,10
9973,10
13365,10
1362,10
4793,10
5957,10
8284,10
3431,10
10419,10
1302,10
3966,10
5526,10
7894,10
3199,10
9330,10
10591,10
4454,10
1632,10
7369,10
9225,10
10271,10
6745,10
1682,10
7677,10
13414,10
6054,10
3569,10
2335,10
5761,10
6438,10
5457,10
4162,10
5572,10
1169,10
11047,10
8595,10
1377,10
3739,10
8261,10
5643,10
8977,10
5375,10
10238,10
6947,10
13668,10
453,10
4087,10
774,10
10057,10
2002,10
4536,10
8892,10
4707,10
6616,10
4211,10
2718,10
7230,10
8867,10
3582,10
13564,10
452,10
10943,10
3459,10
4753,10
10954,10
6015,10
3720,10
8233,10
10652,10
8078,10
1868,10
6442,10
3418,10
7110,10
8513,10
2673,10
12542,10
3261,10
6773,10
7881,10
8645,10
11587,10
5455,10
1487,10
3610,10
4091,10
6565,10
8724,10
10409,10
3752,10
7692,10
1619,10
3814,10
5396,10
4021,10
1938,10
484,10
